id,has_location,match_score,encoded_country,encoded_city
0,0,0.0,0.4217687074829932,0.4217687074829932
1,0,0.0,0.42293407613741874,0.42293407613741874
2,0,0.0,0.4217687074829932,0.4217687074829932
3,0,0.0,0.4217687074829932,0.4217687074829932
4,0,0.0,0.42018779342723006,0.42018779342723006
5,0,0.0,0.42018779342723006,0.42018779342723006
6,0,0.0,0.42018779342723006,0.42018779342723006
7,0,0.0,0.4148430066603235,0.4148430066603235
8,0,0.0,0.42293407613741874,0.42293407613741874
9,0,0.0,0.4217687074829932,0.4217687074829932
10,0,0.0,0.42293407613741874,0.42293407613741874
11,0,0.0,0.4217687074829932,0.4217687074829932
12,0,0.0,0.4217687074829932,0.4217687074829932
13,0,0.0,0.42491710090004736,0.42491710090004736
14,0,0.0,0.42018779342723006,0.42018779342723006
15,0,0.0,0.42018779342723006,0.42018779342723006
16,0,0.0,0.42293407613741874,0.42293407613741874
17,0,0.0,0.42293407613741874,0.42293407613741874
18,0,0.0,0.4148430066603235,0.4148430066603235
19,0,0.0,0.42597029228557737,0.42597029228557737
20,0,0.0,0.4148430066603235,0.4148430066603235
21,0,0.0,0.4217687074829932,0.4217687074829932
22,0,0.0,0.4217687074829932,0.4217687074829932
23,0,0.0,0.4148430066603235,0.4148430066603235
24,0,0.0,0.42597029228557737,0.42597029228557737
25,0,0.0,0.42491710090004736,0.42491710090004736
26,0,0.0,0.42597029228557737,0.42597029228557737
27,0,0.0,0.4217687074829932,0.4217687074829932
28,0,0.0,0.42597029228557737,0.42597029228557737
29,0,0.0,0.4217687074829932,0.4217687074829932
30,0,0.0,0.4217687074829932,0.4217687074829932
31,0,0.0,0.42293407613741874,0.42293407613741874
32,0,0.0,0.42018779342723006,0.42018779342723006
33,0,0.0,0.42018779342723006,0.42018779342723006
34,0,0.0,0.4148430066603235,0.4148430066603235
35,0,0.0,0.4217687074829932,0.4217687074829932
36,0,0.0,0.42293407613741874,0.42293407613741874
37,0,0.0,0.4148430066603235,0.4148430066603235
38,0,0.0,0.42597029228557737,0.42597029228557737
39,0,0.0,0.42018779342723006,0.42018779342723006
40,0,0.0,0.42597029228557737,0.42597029228557737
41,0,0.0,0.42597029228557737,0.42597029228557737
42,0,0.0,0.4217687074829932,0.4217687074829932
43,0,0.0,0.4217687074829932,0.4217687074829932
44,0,0.0,0.42018779342723006,0.42018779342723006
45,0,0.0,0.4217687074829932,0.4217687074829932
46,0,100.0,0.3681917211328976,0.3786407766990291
47,0,68.6,0.5,0.4296597924602653
48,0,100.0,0.3743169398907104,0.5833333333333334
49,0,73.0,0.3728813559322034,0.25
50,0,100.0,0.6428571428571429,0.465391621129326
51,0,100.0,0.7386363636363636,0.47175348495964786
52,0,100.0,0.4265285996055227,0.375
53,0,100.0,0.3663101604278075,0.36046511627906974
54,0,100.0,0.4107142857142857,0.3333333333333333
55,0,100.0,0.51,0.625
56,0,0.0,0.42293407613741874,0.42293407613741874
57,0,100.0,0.30303030303030304,0.4295566502463054
58,0,73.33,0.2857142857142857,0.0
59,0,73.33,0.4,0.0
60,0,92.57,0.4272151898734177,0.36507936507936506
61,0,0.0,0.42597029228557737,0.42597029228557737
62,0,100.0,0.4338014042126379,0.4295566502463054
63,0,0.0,0.4148430066603235,0.4148430066603235
64,0,0.0,0.42018779342723006,0.42018779342723006
65,0,0.0,0.42018779342723006,0.42018779342723006
66,0,100.0,0.4338014042126379,1.0
67,0,0.0,0.42018779342723006,0.42018779342723006
68,0,73.33,0.4,0.0
69,0,0.0,0.4217687074829932,0.4217687074829932
70,0,100.0,0.4272151898734177,0.47175348495964786
71,0,100.0,0.3663101604278075,0.4746376811594203
72,0,78.67,0.4272151898734177,0.47175348495964786
73,0,100.0,0.4223880597014925,0.4297208538587849
74,0,100.0,0.5705521472392638,0.46574074074074073
75,0,100.0,0.5951219512195122,0.47175348495964786
76,0,100.0,0.0,0.4746376811594203
77,0,100.0,0.4338014042126379,0.4295566502463054
78,0,100.0,0.7297297297297297,0.5
79,0,100.0,0.4223880597014925,0.46918123275068996
80,0,100.0,0.4107142857142857,0.46574074074074073
