id,has_keyword,keyword_count,keyword_mean,encoded_keyword
0,0,87,0.3918918918918919,0.6885245901639344
1,0,87,0.3918918918918919,0.66
2,0,87,0.3918918918918919,0.6885245901639344
3,0,87,0.3918918918918919,0.6885245901639344
4,0,87,0.3918918918918919,0.7021276595744681
5,0,87,0.3918918918918919,0.7021276595744681
6,0,87,0.3918918918918919,0.7021276595744681
7,0,87,0.3918918918918919,0.6521739130434783
8,0,87,0.3918918918918919,0.66
9,0,87,0.3918918918918919,0.6885245901639344
10,0,87,0.3918918918918919,0.66
11,0,87,0.3918918918918919,0.6885245901639344
12,0,87,0.3918918918918919,0.6885245901639344
13,0,87,0.3918918918918919,0.6666666666666666
14,0,87,0.3918918918918919,0.7021276595744681
15,0,87,0.3918918918918919,0.7021276595744681
16,0,87,0.3918918918918919,0.66
17,0,87,0.3918918918918919,0.66
18,0,87,0.3918918918918919,0.6521739130434783
19,0,87,0.3918918918918919,0.7659574468085106
20,0,87,0.3918918918918919,0.6521739130434783
21,0,87,0.3918918918918919,0.6885245901639344
22,0,87,0.3918918918918919,0.6885245901639344
23,0,87,0.3918918918918919,0.6521739130434783
24,0,87,0.3918918918918919,0.7659574468085106
25,0,87,0.3918918918918919,0.6666666666666666
26,0,87,0.3918918918918919,0.7659574468085106
27,0,87,0.3918918918918919,0.6885245901639344
28,0,87,0.3918918918918919,0.7659574468085106
29,0,87,0.3918918918918919,0.6885245901639344
30,0,87,0.3918918918918919,0.6885245901639344
31,0,87,0.3918918918918919,0.66
32,0,87,0.3918918918918919,0.7021276595744681
33,0,87,0.3918918918918919,0.7021276595744681
34,0,87,0.3918918918918919,0.6521739130434783
35,0,87,0.3918918918918919,0.6885245901639344
36,0,87,0.3918918918918919,0.66
37,0,87,0.3918918918918919,0.6521739130434783
38,0,87,0.3918918918918919,0.7659574468085106
39,0,87,0.3918918918918919,0.7021276595744681
40,0,87,0.3918918918918919,0.7659574468085106
41,0,87,0.3918918918918919,0.7659574468085106
42,0,87,0.3918918918918919,0.6885245901639344
43,0,87,0.3918918918918919,0.6885245901639344
44,0,87,0.3918918918918919,0.7021276595744681
45,0,87,0.3918918918918919,0.6885245901639344
46,1,50,0.22522522522522523,0.3611111111111111
47,1,50,0.22522522522522523,0.3611111111111111
48,1,50,0.22522522522522523,0.3870967741935484
49,1,50,0.22522522522522523,0.2413793103448276
50,1,50,0.22522522522522523,0.4
51,1,50,0.22522522522522523,0.3611111111111111
52,1,50,0.22522522522522523,0.43333333333333335
53,1,50,0.22522522522522523,0.43333333333333335
54,1,50,0.22522522522522523,0.3333333333333333
55,1,50,0.22522522522522523,0.2413793103448276
56,1,50,0.22522522522522523,0.2413793103448276
57,1,50,0.22522522522522523,0.3333333333333333
58,1,50,0.22522522522522523,0.3611111111111111
59,1,50,0.22522522522522523,0.3333333333333333
60,1,50,0.22522522522522523,0.3611111111111111
61,1,50,0.22522522522522523,0.4
62,1,50,0.22522522522522523,0.3333333333333333
63,1,50,0.22522522522522523,0.3870967741935484
64,1,50,0.22522522522522523,0.3333333333333333
65,1,50,0.22522522522522523,0.3333333333333333
66,1,50,0.22522522522522523,0.3333333333333333
67,1,50,0.22522522522522523,0.3333333333333333
68,1,50,0.22522522522522523,0.4
69,1,50,0.22522522522522523,0.3611111111111111
70,1,50,0.22522522522522523,0.3611111111111111
71,1,50,0.22522522522522523,0.43333333333333335
72,1,50,0.22522522522522523,0.3611111111111111
73,1,50,0.22522522522522523,0.2413793103448276
74,1,50,0.22522522522522523,0.3333333333333333
